Developer,count(*)
RichMakeGame,2
Ridiculon,1
RiftyGames,2
Rigid-Soft,1
RigIT,1
"Rimlight Studios",2
Rionix,2
"RIP Studios LLC",1
"Ripatti Software",2
"Ripper Games",1
"Risen Phoenix Studios",1
"Rising Star Games",1
"Rising Storm Team",1
"Rising Sun Interactive",3
RisingHigh,1
"Ritual Entertainment",5
"Rival Games Ltd",3
"Riveted Games",1
Riya,1
"RKM 29 LLC, Grandex Productions",1
RMAL,1
"RO2/RS Community",2
"Road Turtle Games",1
"Roaming Ground Studio",1
"Rob Howland",19
"Rob Lach",3
"Rob VanAlkemade",1
"Robby Duguay",2
"Robert Alvarez",1
"Robert Ayodele Mensah",1
"Robert Bonner",2
"Robert Briscoe",1
"Robert Dahlenburg",3
"Robert Miroszewski",1
"Robin Arnott",1
"Robin Finck",1
Robomodo,2
"Robot Entertainment",22
"Robot Gentleman",1
"Robot Invader",1
"Robot Loves Kitty",1
Robotality,1
Robotpencil,13
"Robotronic Games",1
"RobTop Games",1
"Rock Paper Games",1
"Rock Path Collective",1
"Rock Pocket Games",2
"Rocket Bear Games",2
"Rocket City Studios, Inc.",1
"Rocket Jump",1
"Rocketcat Games",1
"Rocketeer Games Studio, LLC",1
RocketWerkz,1
Rockodile,1
"Rockstar Games",3
"Rockstar Leeds",2
"Rockstar New England",1
"Rockstar North",5
"Rockstar North / Toronto",1
"Rockstar San Diego",1
"Rockstar Studios",12
"Rockstar Toronto",1
Rocksteady,1
"Rocksteady Studios",14
"Rocktastic Games",1
"Roconilo Project",1
Rodaja,1
"Rodeo Games",4
"Roel van Beek",1
"Roger Levy",2
"Rogue Earth LLC",2
"Rogue Entertainment",3
"Rogue Factor",5
"Rogue Rocket Games",1
"Rogue Snail",1
"Rogue Star",2
rokapublish,2
"rokapublish GmbH",1
"Roland Studios",1
"Rolf Westphalen",2
Roll7,4
RollingFacade,1
"Roman Kozhukhov",2
"Roman Syrovatka",1
"Romantic Railroads",1
Romenics,1
"Ron McDowell and Kyle Polulak",1
"rondomedia GmbH",1
"Ronimo Games",69
"Room 8 Studio",1
Room710Games,3
"Roope Mäkinen",3
"Roope Tamminen",1
"Rooster Teeth Games",1
"Rooted Concepts",1
"Roppy Chop Studios",1
"Rosebud Games",1
"RosePortal Games",10
roseVeRte,9
"Ross Edgar",3
Rotateam,1
"Rotten Mage",3
"Round One Production",1
"Rovio Entertainment Ltd",1
"Roy van Ophuizen",2
"Royal Polygon",1
"Royal Troupe",2
rpmadden01,1
"RSK Entertainment",1
"RSUPPORT Co., LTD.",3
"RSUPPORT CO.,LTD.",1
"Rsupport Inc.",3
"RTL interactive",1
"Rubicon Development",2
Rubycone,3
Ruce,1
"Rudder Games",1
"Rudolf Kremers & Alex May",3
"Ruffian Games",1
Rumpus,1
"Rune Forge",1
"Runestone Games Limited",1
RuneStorm,7
"Runic Games",4
"Running Pillow",1
"Running With Scissors",4
RunServer,4
"Rupeck Games",1
Russpuppy,3
"RUST LTD.",1
"Rusty Lake",1
"Rusty Moyher",2
"RVIP Productions",1
"RVL Games",1
"Ryan Jake Lambourn",1
"Ryan Jensen",1
"Ryan Joseph",1
"Ryan Silberman",1
"S Houben",1
"S.F. Bay Studios, Inc.",1
"S2 Games",5
Sabaton,1
"Saber Interactive",3
"Sabi Games",2
Sachonski,2
"Sad Panda Studios",1
"Saibot Studios",3
SaintWorks,1
SaintXi,2
"Sakari Indie",1
"Sakari Indie & GriN",1
sakevisual,2
"Sakura River Interactive",3
"Salty Games",1
"Sam Albon",2
"Sam Barlow",1
"Sam Beddoes",1
"Sam Goddard",1
"Sam L Jones",3
"Sam L. Jones",1
"Samaritan Studios",1
"Sami Maaranen (creator)",1
"Samuel Manier",1
"Samuel Sprague",1
"Samurai Games",1
"Samurai Punk",1
"Sand Sailor Studio",1
"Sandlot Games",18
"Sandstorm Productions",1
"Sandswept Studios",3
"Sanityloss Studio",1
"sanodg (Nobuyoshi Sano)",1
"Santa Clara Games",1
"Santa Ragione",2
"Santa's & Co.",1
"Sanuk Games",1
"Sanzaru Games",2
"Sanzaru Games Inc.",3
"Sapphire Dragon Productions",9
"Sarah Northway",2
Sarbakan,2
"Sarepta studio",2
"Sascha Hartleb",2
"Sasha Darko",4
Sassybot,1
Satsu,1
Saturn-plus,1
"Sauropod Studio",1
"Saved Games, Inc.",1
"Scarab Entertainment",1
"Scarecrow Arts",1
"Scarlet String Studios",1
"Scary Bee LLC",1
"Scenario Software",1
"Schell Games",4
"Schine, GmbH",2
"Schnack Music Manufacture",1
"Schulenburg Software",1
"Science: Gamed",1
"Scientifically Proven",1
Scirra,1
Scntfc,1
Scornz,1
"Scorpius Games",1
"Scott Cawthon",5
"Scott Holmes",2
"Scott Thunelius",1
"Screaming Bee",7
"Screeching Wizard",1
"Screwfly Studios",3
"Screwy Lightbulb",3
"SCS Software",44
"Sculptured Software",1
Scythuz,2
SDEnterNet,1
"SDP Games",1
"Seabass and Gazelle Studios",2
"Sean Hogan and Jonathan Kittaka",2
"Sean HTCH and Joni Kittaka",2
"Seaside Digital Arts",1
SeattleEgg,1
Seattletek,1
"Seaven Studio",6
"Sebastian Krzyszkowiak",4
"Sebastien Bini",2
"Second Variety Games",1
"Secret Base",3
"Secret Exit Ltd.",2
"Secret Tunnel Entertainment",1
"Section Games",2
"Section Studios",4
"Sector3 Games",1
"Sector3 Studios",9
"Sector3 Studios AB",1
SecuritySession.com,1
"See You Next Tuesday, LLC",1
SEEP,1
"SeeThrough Studios",1
SEGA,60
"SEGA Studios Australia",1
"Sekerin Productions",2
"Selenion Games",1
"Self Destruct Films",2
"Self Made Miracle",2
Semaphore,1
"Semen Rodin",1
Senscape,1
Senshi.Labs,1
"Sentinential Games",1
"SEO INSEOK",1
"Seona Lee",13
"Sep Reds",1
"Separate Game Development",2
"Seraphim Creations",2
"Serellan LLC",3
"Serenity Forge",4
"Sergei Klimov",2
"Sergey Bobrov",2
"Sergey Dovganovskiy",1
"Sergey Dvoynikov",3
"Sergey Marchenko",1
"Sergio & Simon",1
"Serious Brew",1
"Serious Brothers",2
"Serious Games Interactive",5
"SERIOUS*IMPACT WORKS",2
"Seven Sails Ltda",1
"Seycara Music and Arts",1
"SFB Games",4
"SFS Studios",1
"Shadebob Games",1
"Shadow Masters",6
"Shadow Planet Productions",1
ShadowShifters,1
"Shaman Games",2
"Shaman Games Studio",5
"Shane Berezowski",1
"Shangri-La Game Studios Ltd",4
"ShareX Team",4
"Shark Jump Studios",1
"Shark Punch",2
"Shark Tree Studios",1
"Sharpened Edge Studios",2
"Shaun Egan",1
"Shaun Inman",1
"shaun Williams",2
ShaunJS,1
"Shawn Beck",1
"Shawn Hitchcock",1
Sheado.net,1
"Shenandoah Studio",1
"Sherman 3D",3
Sherman3D,3
"Shield Break Studios",6
"Shifty Chair Games",1
"Shining Gate Software",1
"Shining Pixel Studios",1
"Shining Rock Software LLC",1
"Shiny Entertainment",3
Shinypix,1
"Shiro Games",4
"Shiver Games",2
"Sho Ohhira",1
"Shoor Games",1
"Shorebound Studios",6
"Shortbreak Studios s.c.",4
"ShortRound Games",1
"Shotgun Surgeon",2
Shovsoft,1
"Shumkov Dmitriy",2
SiBear,2
"Sick Puppies",1
"Sideline Amusements",1
Sidhe,3
"Sidhe Interactive",1
"Siege Games",1
"SIEIDI Ltd",2
"Sierra Entertainment",1
"Sigma Team Inc.",12
"Signal Studios",10
"Sigtrap Games",2
Silden,4
"Sileni Studios",1
"Silent Dreams",4
SilentFuture,3
"Silesia Games Sp. z o.o.",1
"Silicon Echo",1
"Silicon Jelly",3
"Silk Games",1
"Sillysoft Games",3
"Silver Cow Studio",2
"Silver Dollar Games",1
"Silver Goblet Games",1
"Silver Lemur Games",1
"Silver Wish Games",1
"Silverball Studios",1
"Silverlode Interactive",1
SilverSphereStudios,1
"Silverware Games, Inc.",1
Sim-wings,2
"Sim155 Limited",1
SIM720,9
"Sima Sim International Corp",1
SimaGames,1
SimBin,16
"SimBin Studios AB",6
SimDesign,3
Simogo,1
"Simon Prefontaine",1
"Simon Roth",1
"Simon Says: Play!",2
"Simple Designs Gaming",1
SimplexGameStudio,3
"simplitec GmbH",1
"SimProse Studios",3
SimTex,2
"Sinclair Strange",4
"Singe Studio",1
"Singletree Productions",1
Sinister,1
"Sinister Design",1
"Sinnott Soundworks",1
SionoiS,1
"Sir Bedlam Productions",1
Sir-Tech,3
"Sir-Tech Canada",1
"Sirlin Games",5
"SITER SKAIN",6
Sith,1
"Sixense Studios",1
"Sixteen Tons Entertainment",2
"Size Five Games",4
"Skatanic Studios",3
"Sketchy Logic",2
"Skilltree Studios",2
"Skinny Jean Death Studios",5
"Skirmish Entertainment",2
"Skobbejak Games",4
skradone,1
"Sky Fallen",1
Skybox,1
"Skybox Labs",9
"Skyboy Games",1
"Skydome Entertainment",1
"SkyFallen Entertainment",1
SkyGoblin,2
"Skyhook Games",7
"Skyjaz Games",1
"Skymap Games",1
"SkyRiver Studios",2
"Skyshine Games",1
"Slak Games",1
Slam,2
"Slam Dunk Studios",2
"Slant Six Games",9
"Slav Pankratov",1
Sledgehammer,7
"Sledgehammer Games",52
"SleepNinja Games",1
"Sleepy Duck Educational Games",1
"Sleepy Studios",2
"Slick Entertainment Inc.",1
"Slightly Mad Studios",16
slimefriend,1
"Slitherine Ltd.",10
Sluggerfly,1
"Small Impact Games",1
"Small Room Games",1
"Small Town Studios",1
SmallGreenHill,1
"Smart Ghost",1
"SmartArt Game Studio",1
"Smarter Games",1
"Smartly Dressed Games",2
"Smashball Labs LLC",1
SmashGames,2
"SmashMouth Games Ltd",11
"SmashRiot LLC",1
"SMD Gaming Studio",1
"Smestorp Limited",2
"SMG Studio",3
Smile,2
"Smit Parmar",1
"SmiteWorks USA LLC",1
"SmiteWorks USA, LLC",185
SmokeBox,3
"Smoking WOLF",2
Smolders,1
SmoleVN,1
Smoodlez,1
"Smudged Cat Games Ltd",5
Smyowl,1
"Smyowl Game Studio",1
"Snack Games",1
"Snail USA",4
"Snail-Ninja Studio",1
"Snails Animation",1
"Snake Hill Games",3
"Snapjaw Games GmbH",1
"Snapshot Games Inc.",2
"Sneaky Mammoth",2
"Snipefish Entertainment",2
"SNK Games",1
"SNK Playmore",12
SnoutUp,1
"Snow Arc Studio Ltd.",1
"Snowbird Games",5
SnowBiteGames,1
"Snowblind Studios",1
"Snowed In Studios",1
Snowfall,1
"Snowrunner Games",1
"Snowy Productions",1
"Soccer Manager Ltd",4
"Social Loner Studios",2
"SOCKO! Entertainment",1
"SOF Studios Ltd",1
SoftLab-NSK,1
SoftPlanet,1
SoftStar,2
SoftWarWare,1
Sogoal,2
"Sohyeon Jeon",13
Sokolab,1
"Solanimus Inc.",1
"Soldak Entertainment",10
"Solecismic Software",1
"Solest Games",2
"SolidFace Technology Inc.",1
"Soliloquy Films",1
"Solo Instinct",1
"Soloweb Studios",1
SomaSim,2
Some-Fish,1
"Sometimes You",11
Somi,2
"Somi Lee",2
Sonalysts,4
"Sonalysts Combat Simulations",1
"Songquito UG",2
"Sonic Boom Games",7
"Sonic Sloth",1
"Sonic Team",1
Sonotrigger,1
"Sony Creative Software",4
"Sony Online Entertainment",24
"Sony Online Entertainment, LLC.",3
Sorath,1
Sos,1
"Soul Catapult",2
"Soul Forge",1
"Soulid Studio",1
"SoundBits | Shop",3
SoundFxWizard,1
SoundtRec,3
"Source Studio Ltd.",2
"Sourena Game Studio",2
"South East Games",2
Southend,3
"souvenir circ.",3
"Soviet Games",1
"Space Boat Studios",1
"Space Budgie",2
"Space Cat Studios",2
"Space Monkey International",3
"Space Wedgie",3
"Spaces of Play",1
"Spark Plug Games",2
"Spark Plug Games, LLC",1
"Spark Unlimited",11
Sparpweed,1
sparsevector,1
"Spasman Games",2
"Spearhead Games",8
"Special Circumstances",1
"Specialbit Studio",3
"Specter Game Studios",1
"Spectral Games",2
"Spectral Illusions",2
"Spectrum Holobyte",3
Speelbaars,2
"Spellbind Studios",1
Spellbound,4
"Spellbound AG",1
"Spellbound Studios",3
"Spencer Yan",1
"Sperasoft, Inc.",4
"Sphere, Inc.",1
"Spicy Horse",1
"Spicy Horse Games",19
"Spicy Tails",2
Spicyhorse,7
"Spicyhorse Games",1
Spider,1
"Spider Key Games",1
"Spiderling Studios",1
"Spidermonk Entertainment",1
Spiders,2
"Spiders Studio",1
"Spiderweb Software",15
"Spiderwork Games",2
"Spike Chunsoft Co., Ltd.",2
"Spiky Caterpillar",1
SpikySnail,2
"Spilt Milk Studios",2
"SpinTop Games",14
"Spiral Game Studios",2
"Spiral House",1
"Splash Damage",10
"Splash Damage®",2
SPLine,1
"Spline Games",1
"Split Polygon",1
Splitmedialabs,3
"Spooky Cat",1
"Spooky Squid Games Inc.",2
"Spooky Star",1
"SpookyFish Games",1
"Sport1 GmbH",1
"Sports Interactive",32
"Sports Mogul, Inc.",3
Spotkin,1
sppa4apps,1
Springloaded,2
Sproing,4
"Spry Fox LLC",2
SPVD,1
Squad,2
Squadleader32,1
"SQUARE ENIX",25
"Square Enix Montréal",1
"Squatting Penguins",1
"Squid In A Box Ltd",4
Squiddershins,2
"Squinky and the Squinkettes",1
"Squirrelbot Games",1
"SRF Games",1
SRSLYcasual,1
"St. Michael's Girls School",1
"Stage 2 Studios",1
"Stage Clear Studios",1
stage-nana,7
"Stained Glass Llama",1
"Stainless Games",113
"Stainless Games Ltd",49
"Stainless Games Ltd.",1
"Stairway Games",1
Stamina-Games,1
"Star Com Productions, LLC",1
"Star Gem Inc.",14
"Star Maid Games",2
"Star Maiden Games",4
"Star Vault AB",1
StarBlade,1
Starbreeze,1
"Starbreeze Studios AB",1
"StarCruiser Studio",1
"Stardock Entertainment",30
"Starfish-SD Inc",1
"starlit studios",1
"StarQuail Games",1
Startreming,1
"StarWraith 3D Games LLC",2
"State of Play Games",4
"Stately Snail",1
"Static Dreams",2
StaudSoft,2
"Ste Curran",1
"Stealth Studios Inc.",1
"Steel Crate Games",1
"Steel Monkeys",5
"Steel Wool Games",2
"Stefan Evers",1
"Stefan Kraus",1
"Stegalosaurus Game Development",3
"Stegersaurus Software Inc.",1
"Stegosoft Games",2
"Stellar Jay Studios",2
"Stellar Jockeys",1
"Stephane Bottin",1
"Stephane Graziano",2
"Stephane Valverde",2
"Stephen Crabb",1
"Stephen Lawrence Clark",2
"Stephen Long",1
StephenAllen,1
"Stereo7 Games",2
"Steve Chong the Movie, LLC",1
"Steve Jarman",1
"Steve Tierney",1
"Steven Colling",1
"Stickmen Studios",1
"Still Games",2
"Still Running",2
"stillalive studios",7
Sting,30
"Stirfire Studios",1
Stoic,10
"Stolen Couch Games",3
"Stone Blade Entertainment",4
"Stone Monkey Studios",2
"Stone Pixel Games LLC",1
"Stone Pixel Games, LLC.",1
"Stonemaier Games",2
"Stoneworks Games",1
"Storm in a Teacup",2
"Storm Sharks",2
"StormCube Games",1
Stormregion,6
storm_sharks,1
Storybird,3
"Storybird Games",1
"Stout Games",1
Straandlooper,1
"Straight Right",1
"Strange Loop Games",1
"Strangely Interactive Ltd",1
Strategiae,1
"Strategy First",8
"Strawdog Studios Ltd",1
"Streko Graphics",1
"Stress Level Zero",1
"Streum On Studio",2
Stridemann,1
"Strides Interactive",2
"Strike Games",1
STRIKEWORKS,1
Stroboskop,3
"Stuart Chatwood",1
"Stubborn Horse Studios",1
"Studio 48",2
"Studio Bean",4
"Studio Canal",1
"Studio Eres",1
"Studio Evil",3
"Studio Fizbin",2
"Studio Monolith",1
"Studio Namaapa",2
"Studio Nyx",2
"Studio Paint",2
"Studio Pierrot",14
"Studio Pixel",5
"STUDIO RADI-8",1
"Studio Saizensen",4
"Studio SiestA",2
"Studio TeamShuriken",1
"Studio V5",3
"Studio Vrtinec",1
"Studio Whisky Tango Inc.",2
"Studio Wildcard",2
"Studio Wonderkey",2
"Studio Work3",1
"Studio X Labs",1
Studio4,2
StudioBento,1
STUDIOCANAL,1
studiocime,2
StudioGIW,3
"Studios iLLOGIKA",1
"Stuffed Castle Studios",1
"Stumbling Cat",1
"Stunlock Studios",10
STVR,1
"Stygian Software",1
"Sub Orbital Software",1
"Subaltern Games",2
"Subaltern Games, LLC",1
"Subatomic Studios LLC",2
"Submersivo Game Studio",2
"Subscience Studios",1
"Subset Games",1
Subsoap,2
Substantial,1
"Subterranean Games",3
"Subvert Games",2
Subworld,1
"SubZero Software",1
"SuckerFree Games",1
"Suits & Sandals",1
"Sujin Ri",13
"Summer Breeze",1
Summit,15
"Sumo Digital",6
"Sumo Digital Ltd",1
"Sumom Games",1
"Sun Dogs",1
Sun-Studios,1
Suncrash,1
"Sundae Factory",1
"Sunight Games",1
"Sunken Places",2
"Sunlight Games",7
"SunRay Games",1
"Sunside Inc",3
"Sunstone Games, LLC.",1
"Sunstorm Interactive, 3D Realms",1
"Sunward Games",2
"Super Duper Garrett Cooper",2
"Super Fun Games",1
"Super Icon Ltd",3
"Super Mega Team",1
Super63,1
Superbrothers,1
"SuperChop Games",2
SuperCrit,1
"Supergiant Games",5
"SUPERHOT Team",1
"Supermassive Games",1
"Supersonic Software",1
"SuperVillain Studios",2
"Suppressive Fire Games",2
"Supra Games",1
"Supreme Clans Entertainment",3
"Suricate Games, SIA",1
"Surreal Distractions",4
"Surreal Games",1
Survios,1
Sushee,1
"Suspicious Developments",6
"SUTD Game Lab",1
"Svaj?nas Žemaitis",1
"Sven Co-op Team",1
"Sven Kohn",1
SVGames,1
"Swagabyte Games",1
"Sweet Dog Studios",1
"Sweet Studio Labs",1
"Swerve Pictures",2
Swinfjord-Games,1
"Swing Swing Submarine",4
"Switchblade Monkeys Entertainment",2
Swordtales,2
sxpenx,1
Syberstudio,1
"Sylvain Harlaut",2
"Sylvain Seccia",1
"Sylvain Tegroeg",1
"Synergy Team",1
Synetic,2
Synset,1
"Synter Games",1
SynthR,1
"Syrin Studios",1
"System Era Softworks",1
"System Prisma",2
Sørb,1
"T-Rex Games",1
"T3 Entertainment",1
"Tabasco Interactive",2
"Tabletopia Inc.",1
tabrls,1
Tachi,1
"Tactic Studios Inc.",6
Tactichaos,2
"TAD Productions AB",1
"Tagunda LLC",1
"TakeFlight Interactive",1
"Talawa Games",2
"Tale of Tales",8
"Tale Worlds",2
"Talecore Studios",1
Talentplace,2
"TaleWorlds Entertainment",4
"Tall Story Studios",1
"Tall Studios",1
"TallTech studio",1
"Tamarin Studios",1
"Tammeka Games",1
Tamsoft,2
Tamugaia,1
"Tango Gameworks",4
"Tangrin Entertainment",1
"Tanner Thayer",1
TAO,1
"Tap It Games",2
"Tap To Win",1
"Taranasus Studio",3
"Tarboosh Games",1
"Targem Games",15
"Targhen Games",1
"Targon Studios",1
"Tasharen Entertainment Inc.",1
"Tasty Stewdios LLC",3
"Tate Multimedia",2
"Tavern Games",1
"TawStudio Entertainment",1
TaxSoft,1
"Tayfun Tuna",2
"Tazigen Clock",1
"TB Games",1
"TBA Games",1
"TBDTS Games",1
"Tchagata Games",1
TCHOW,1
"Team 17 Digital Ltd",1
"Team 6 Studios",5
"team BitClub",2
"Team Bondi",2
"Team Chaos, LLC",2
"Team Chesster",1
"Team Chivalry",1
"Team Clockworks",1
"Team Conversion",1
"Team Eleven Eleven",1
"Team ERROR",1
"Team Eyepatch",1
"Team Flow",1
"Team Fractal Alligator",3
"Team Frizz",1
"Team Gotham",2
"Team Grybanser Fox",1
"Team Indev",1
"Team Isolation",1
"Team Jolly Roger",1
"Team Junkfish",2
"Team Kryll",2
"Team Meat",1
"Team ModCom",1
"Team Monkey",1
"Team NINJA",22
"Team Oneshot",1
"Team Polykroma",1
"Team Psykskallar",1
"Team Replay",2
"Team Reptile",2
"Team Signal",2
"TEAM TANDS PLUS",1
"Team Tripleslash",2
TEAM101,1
"Team17 Digital Ltd",35
"Team17 Digital Ltd.",6
"Team17 Software Ltd. ",21
Team2Bit,3
"Team6 game studios B.V.",1
TeamWaterFly,1
Techland,28
"Technetium Games",1
"Technocrat Games",2
"Technomancy Studios",2
TECOPARK,1
"Teeworlds Team",1
Teknopants,1
"Teku Studios",1
"Telltale Games",38
"Temple Gates Games",1
"TEN TIULENYA team",1
"TEN10 Games",1
Tendershoot,1
Tennen-sozai,4
"Tenwall Creatives, Inc.",2
"Teotl Studios",2
tequibo,2
"Tequila Works SL",1
"Tequila Works, S.L.",1
Terapoly,1
TERC,1
"Terminal Press",3
"Terminal Reality",5
"Terminal Reality, Inc.",2
TernGame,1
TERNOX,2
"Terra Nova Development",1
"Terri Vellmann",2
"Terrible Posture Games",2
"Terrifying Jellyfish",1
"Terry Cavanagh",3
"Terry Kaleas",1
"Tesseract Interactive",1
"Test Pilot",2
"Test3 Projects",2
"Tethys Interactive LLC",1
"Texel Raptor",1
Teyon,5
"TFDi Design",1
Thalzon,1
"Thang Phung Dinh",2
"That Mars Film",1
"The Abbot's Book, LLC",1
"The Alpha Company",1
"The Artistocrats",4
"The Astronauts",2
"The Behemoth",6
"The Binary Mill",1
"The Bitfather",1
"The Bitmap Brothers",1
"THE BROTHERHOOD",2
"The Chinese Room",3
"The Collective",1
"The Conjurer's Tower",2
"The Creative Assembly",36
"The Department of Silly Stuff, LLC",1
"The Dept of Silly Stuff",1
"The Domaginarium",1
"The Dreamers Guild",1
"The Family, LLC",1
"The Farm 51",17
"The Fisch Brothers",1
"The Football Club Simulator Company",1
"The Foregone Syndicate",1
"The Foundry",6
"The Fullbright Company",2
"The Fun Pimps",1
"The Future Of Videogames",1
"The Future Sound of London",1
"The Game Bakers",1
"The Game Creators",9
"The Game Creators Ltd",4
"The Game Kitchen",3
"The Game Species",1
"The Glitch Factory",1
"The Great War 1918 Development Team",1
"The House Of Fables",2
"The Indie Forge",1
"The Indie Stone",1
"The Innocent Devils",1
"The Isle Development Team",1
"The Light Sword Team",5
"The Loneliest Pixel",1
"The Loop Loft",20
"The Lordz Games Studio",27
"The Major Game Company",1
"The Men Who Wear Many Hats",5
"The Molasses Flood",1
"The Mustard Corporation",2
"The Negatives",2
"The Net Champs",1
"The Odd Gentlemen",6
"The Paper Robot",1
"The Pompous Pixel",2
"The Quadsphere",1
"The Quantum Astrophysicists Guild",1
"The Quinnspiracy",1
"The Revills Games",2
"The Secret Games Company",3
"The Secret Pie",3
"The Shoebox Diorama (Daniel Ernst)",2
"The Sims Studio",22
"The SKSE Team",1
"The Sleeping Machine",2
"The Software Farm",1
"The Software Refinery",1
"The Stork Burnt Down",1
"The Story Mechanics",1
"The Taco Heaven",1
"The Tambourine",2
"The Tiniest Shark",1
"The Wave VR Inc.",1
"The Working Parts",2
"The Writer Zone",1
"thechineseroom & Robert Briscoe",1
"Thekla, Inc.",1
"Them Games",1
"Theory Georgiou",1
TheShortAndTheTall,2
TheWgames,1
"Thiago Adamo",1
"Thiemo Bolder, ONEMANGAMES",1
"Thing Trunk",1
Thinice,1
"Thinking Studios",2
"Third Millenium Software",1
"Third Wire Productions",1
"Thirsten Studios",1
"ThirtyThree Games",1
"Thomas Bacon",1
"Thomas Biskup",1
"Thomas Bowker",1
"Thomas Christof",1
"Thomas Gwaltney",1
"Thomas Happ Games LLC",2
"Thomas Konkol",1
"Thomas Moon Kang",1
"Thomas S.",1
"Thomas Schreiter",1
"Thomson Interactive",7
"Thorsten Schleinzer",1
"Those Awesome Guys",1
"Thoughtshelter Games",1
ThoughtSTEM,1
Threaks,5
"Three Donkeys LLC",4
"Three Fields Entertainment",1
"Three Flip Studios",1
"Three Gates",1
"THREE ONE ZERO",1
"Three Phase Interactive Pty Ltd",1
"Three Prong Productions",1
"Three Rings",13
"Thrill Pill Games",1
Thrillion,1
"Throw Away Games",1
"Throw the warped code out",1
"Thunder Lotus Games",1
"Thylacine Studios",2
"Tianyu Studio",2
"Tice Thomason",1
"TickTock Games",2
Ticonblu,3
"TicToc Games",1
"Tiger and Squid",1
"Tiger Style",4
"Tigerish Games",1
TigerNDV,2
TikGames,1
"Tikipod Ltd",1
"Tilt Studios",1
"Tilted Mill Entertainment, Inc.",5
"Tim Bergholz - Chamfer Zone",2
"Tim Bergholz - chamferzone.com",1
"Tim Sullivan",1
"Timbre Interactive",1
"Timbre Interactive, LLC",1
"Timedrop Studios",2
Timegate,3
"TimeGate Studios",8
"Timeless Games",1
"Timeslip Softworks",2
TimeSymmetry,1
"Timo Armbruster",1
"Timofey Shargorodskiy",3
"Timothy Johnson",1
"Timushev Vladimir",1
"Tin Man Games",11
"Tindalos Interactive",7
"Tiny Colossus",4
"Tiny Horse Games",1
"Tiny Lab Productions",1
"Tiny Red Camel",1
"Tiny Utopia",1
TinyAtomGames,1
tinyBuild,3
"Tipping Goat LLC",1
Tisnart,1
"Titan Forged Games",2
Tivaru,1
tjern,2
"Tlön Studios",3
"TML Studios",1
TML-Studios,8
"TNT Team",2
"Toadman Interactive",2
"Toasty Games",1
"Tobias Sjögren",1
tobyfox,2
"Tochas Studios",2
"Toco Games",2
"Toffee Games",1
"Toge Productions",1
"Tom Johnson",2
"Tom Stoffel",1
"Tomas Gonzalez",2
"Tomasz Wac?awek",3
"Tomi Maarela",1
"Tomkorp Computer Solutions Inc.",2
"Tomoaki Sugeno",5
"ToMorning Productions",1
"Tomorrow Arts",1
"Tomorrow Corporation",2
"Tonal Recall Games",1
Tongsun,1
"Tonguç Bodur",3
"Tony Jameson",1
"Tony Porter",1
"Toontraxx Studios",2
Top3Line,1
"Top3Line s.r.o.",1
Topware,1
"Topware Interactive",2
TORaIKI,6
"Torched Hill",1
"Torkal Games",1
"Torn Banner Studios",3
"Torque Studios",1
Torrunt,1
"Tortuga Team",4
"Torus Games",5
"Total Eclipse",2
"Total Eclipse Games",2
"Total Eclipse P.C.",1
"Total Monkery",1
"Totally Games",3
"Totem Games",7
"Totem Studio",1
"Touch Orchestra",1
"Touchfight Games LLC",1
"TouchTilt Games",1
Touz,1
Tovusound,1
"TOWER Development",1
"Toxic Games",5
Toxtronyx,1
"toxtronyx interactive GmbH",1
"Toylogic inc.",11
"Toyman Interactive",5
ToyTree,1
"Tragnarion Studios",4
"Transcendent Games",1
"Transhuman Design",2
"Transmission Games",1
"Trapdoor Games",1
"Trapdoor Inc.",1
Traptics,1
Trashmasters,1
"Trav Nash",1
"Traveller's Tales",25
"Travian Games GmbH",2
"Trazzy Entertainment",10
Treasure,2
treeform,1
"TreeFortress Games",5
"Treehouse Ltd",2
Treexy,2
"Trek Industries, Inc",1
"Trend Redaktions- und Verlagsgesellschaft mbH",1
"TREND, Soft Pro",10
"Trend, Soft-Pro",1
"TREND, Softpro",5
"Trendy Entertainment",31
"Trenton Ng",1
TrerPlay,1
"Trese Brothers",3
Treyarch,51
TRI.G,2
"TRIANGLE SERVICE",4
"Triangle Studios",5
"Triangular Pixels",1
"Tribe Studios",4
Tribeflame,1
"Tribute Games",1
"Tribute Games Inc.",4
Trichotomy,2
"Trickstar Games",10
"Trickster Arts",2
"Trickster Face",1
"Trickster Games",1
Tricktale,1
"Trilobyte Games",2
"Trine Studios",1
Trinoteam,1
"Trion Worlds",35
"Trion Worlds, Inc.",7
"Triple Eh?",1
"Triple Lasers",1
"Triple-Star Studio",1
Triple.B.Titles,2
TripleBrick,1
"Tripwire Interactive",29
"Triskelia Games",1
"Triskell Interactive",1
"Trite Games",1
"Triumph Studios",12
Triverske,2
"Troika Games",1
"Troxit Service",5
TrueThought,1
Tryzna83,1
"TT Fusion",2
"TT Games",14
"TT Games Ltd",3
"Tuesday Society",1
Tuna,1
"Tunnel Vision Studio",1
"Tuomo Laine",2
"Turbine, Inc",3
"Turbine, Inc.",11
"Turbo Button",1
"Turbo Pixel Studios",1
"TURBO TAPE GAMES",3
"Turbo Tape Games AS",1
TURBOGUN,2
"Turmoil Games",1
"Turning Wheel LLC",1
Turnopia,1
"Turtle Cream",3
