Year(Release_Date),Genre,Developer,count(*)
2015,RPG,"Gigatross Games",2
2015,RPG,"Glass Bottom Games",2
2015,RPG,Glitchnap,1
2015,RPG,"GrabTheGames Studios",1
2015,RPG,"Grandpa Pixel",1
2015,RPG,"Gravity Interactive, Inc.",1
2015,RPG,"Gravvit Ltd",5
2015,RPG,"Grey Dog Software",1
2015,RPG,"Grimm Bros, LLC",1
2015,RPG,"Grzegorz Slazinski",1
2015,RPG,"GuGames Development",1
2015,RPG,"Gun Media",1
2015,RPG,"Gunfire Games",2
2015,RPG,"HA Studio ltd.",1
2015,RPG,"Haemimont Games",13
2015,RPG,"Hammer Glass Studio",1
2015,RPG,"Hanaji Games",1
2015,RPG,"Hanako Games",1
2015,RPG,HandyGames,1
2015,RPG,"Handyman Studios",1
2015,RPG,"Harebrained Schemes",2
2015,RPG,"Heart Shaped Games LLC",2
2015,RPG,"Heartbit Interactive",2
2015,RPG,"Heliocentric Studios",1
2015,RPG,"Here Be Dragonz",1
2015,RPG,"Heuristic Park",1
2015,RPG,"Hit the Crow",1
2015,RPG,"Holy Priest",1
2015,RPG,"Hosted Games",8
2015,RPG,HuniePot,3
2015,RPG,"Huy Phan",1
2015,RPG,Hydezeke,2
2015,RPG,"Hydro Games",1
2015,RPG,"HyperKat Games",1
2015,RPG,I-Game-Art,1
2015,RPG,"Ian Isaro",1
2015,RPG,"Ice-pick Lodge",1
2015,RPG,"Idea Factory",27
2015,RPG,"Idea Factory, Inc.",10
2015,RPG,"Immersive Douro",1
2015,RPG,"Impressions Games",2
2015,RPG,"Indomitus Games",2
2015,RPG,"Inner Void",1
2015,RPG,"Instant Kingdom",1
2015,RPG,"Instinct Games",1
2015,RPG,"Ion Storm",1
2015,RPG,iosoftware,1
2015,RPG,"Iron Tower Studio",1
2015,RPG,"Ironsun Studios",1
2015,RPG,Ironward,2
2015,RPG,JAMgames,1
2015,RPG,Jarbit,1
2015,RPG,Jaybot7,1
2015,RPG,"Jeff Trier",1
2015,RPG,"Jeffrey Nordin",1
2015,RPG,Jemy,1
2015,RPG,"Jerseyware Gaming",1
2015,RPG,"Jesse Barksdale",1
2015,RPG,"Jochen Terstiege",1
2015,RPG,"Johannes Gotlén",1
2015,RPG,"John Wizard",6
2015,RPG,"Joshua Missile",1
2015,RPG,"Jötunn Games",2
2015,RPG,"Juggernaut Games",2
2015,RPG,"Jujubee S.A.",1
2015,RPG,"Jukio Kallio",1
2015,RPG,"Julian Glander",1
2015,RPG,"Jussi Kukkonen",5
2015,RPG,"Justin Nordin",1
2015,RPG,Kaiko,1
2015,RPG,KarjaSoft,2
2015,RPG,"KEMCO / EXE-CREATE",1
2015,RPG,"Kenny Meriedeth",1
2015,RPG,"Kerberos Productions Inc.",1
2015,RPG,"Kingdom Games",3
2015,RPG,"Kisareth Studios",2
2015,RPG,Klace,1
2015,RPG,"KOEI TECMO GAMES CO., LTD.",3
2015,RPG,KOG,2
2015,RPG,Kosek.com,1
2015,RPG,"Koya Game",1
2015,RPG,"Kraken Games",4
2015,RPG,Krealit,2
2015,RPG,"Kronosaur Productions",2
2015,RPG,"Krzysztof Dycha",1
2015,RPG,"KURONEKO SOFT",1
2015,RPG,"Kursed Studios",1
2015,RPG,"Kyy Games",1
2015,RPG,"L&K Logic Korea",1
2015,RPG,"Lab Zero Games",1
2015,RPG,Labyrinthine,3
2015,RPG,"Lamina Studios",1
2015,RPG,"Larian Studios",1
2015,RPG,"Last Dimension",1
2015,RPG,"LDC Studios",1
2015,RPG,"League of Geeks",2
2015,RPG,"LearnDistrict Inc.",2
2015,RPG,"Legend Studio",1
2015,RPG,LemonOrange,1
2015,RPG,"Leslaw Sliwko",2
2015,RPG,"Lesley Dodd",1
2015,RPG,"Leslie Valverde",1
2015,RPG,"LifeSpark Entertainment",2
2015,RPG,"Limbic Entertainment",1
2015,RPG,"Lion Game Lion",4
2015,RPG,"Lion's Shade",1
2015,RPG,"Little Green Men Games",2
2015,RPG,Locomotivah,3
2015,RPG,lolznoob,1
2015,RPG,"Lonely Troops",2
2015,RPG,"Looking Glass Studios",1
2015,RPG,"Lord Bytesworth",1
2015,RPG,"Lord Eglathia",1
2015,RPG,"Lost Astronaut Studios",1
2015,RPG,"Lucas Dieguez",1
2015,RPG,"Lunar Labs",1
2015,RPG,Lunatoid,1
2015,RPG,"Machine 22",2
2015,RPG,"Mad Otter Games",4
2015,RPG,"Mana Games",1
2015,RPG,Mandragora,1
2015,RPG,"Markus Döbele",1
2015,RPG,Marxnet,1
2015,RPG,Maschinen-Mensch,2
2015,RPG,"Mason Lindroth",1
2015,RPG,"Master Technologies",1
2015,RPG,Mastiff,1
2015,RPG,"Matt Kap",1
2015,RPG,"Max Peskov",1
2015,RPG,"Mayhem Games USA",1
2015,RPG,"MCDERMOTT TECHNOLOGY, L.L.C",1
2015,RPG,"McMagic Productions",2
2015,RPG,MDKSound,1
2015,RPG,"MeDungeon Ltd.",1
2015,RPG,"MGP Studios",1
2015,RPG,"Mi-Clos Studio",2
2015,RPG,"Michael Flynn",10
2015,RPG,"Michael Swan",1
2015,RPG,"Michael Zahniser",2
2015,RPG,"Michal Brzozowski",1
2015,RPG,"MicroProse Software, Inc",2
2015,RPG,"Mighty Rabbit Studios",2
2015,RPG,"Mikko Arvola",1
2015,RPG,"MindBlocks Studio, LLC",1
2015,RPG,"Mint Age Studios",2
2015,RPG,"Miolhr SM",1
2015,RPG,MobileBits,2
2015,RPG,"MOCBJ Software",2
2015,RPG,"Momiji Studios",1
2015,RPG,Morgondag,2
2015,RPG,"Morozov Sergey",1
2015,RPG,MovingBlocks,1
2015,RPG,"Mozg Labs",1
2015,RPG,"MuHa Games",1
2015,RPG,Muteki,1
2015,RPG,"MyDream Interactive, Inc",1
2015,RPG,n-Space,1
2015,RPG,NCSOFT,2
2015,RPG,"Nefarious Dimensions Inc.",1
2015,RPG,NeocoreGames,4
2015,RPG,"Neon Studios",1
2015,RPG,"Nerdook Productions",1
2015,RPG,"New Reality Games",6
2015,RPG,"Niels Bauer Games",2
2015,RPG,"Night Dive Studios",1
2015,RPG,"Nihon Falcom",2
2015,RPG,"Nihon Falcom Corporation",1
2015,RPG,"NIKITA ONLINE",1
2015,RPG,"Nimbly Games",1
2015,RPG,NinjaISV,1
2015,RPG,ninjalex,1
2015,RPG,"Nomad Games",8
2015,RPG,"Nomad Games Limited",1
2015,RPG,"Nonadecimal Creative",1
2015,RPG,Nooskewl,3
2015,RPG,"Nordic Games",2
2015,RPG,"Nordic Legacy",1
2015,RPG,"NSE Circuit",3
2015,RPG,"NSKN Games",1
2015,RPG,Nvius,1
2015,RPG,"Oblivionburn Productions",2
2015,RPG,"Obsidian Entertainment",2
2015,RPG,oddonegames,2
2015,RPG,OlderBytes,1
2015,RPG,"Omega Games",3
2015,RPG,"Omega Point Games",1
2015,RPG,"Once More With Gusto",1
2015,RPG,"Onipunks Studio Inc.",1
2015,RPG,"Onni Interactive",1
2015,RPG,Orangepixel,1
2015,RPG,Orange_Juice,1
2015,RPG,"Orphic Software",1
2015,RPG,"Oscar "Ratvader" Rydelius",1
2015,RPG,"Outer Grid Games LLC",1
2015,RPG,Overcloud9,2
2015,RPG,"Overcloud9, Phantasm Games",1
2015,RPG,"Overhype Studios",1
2015,RPG,"OVERKILL - a Starbreeze Studio.",14
2015,RPG,"Panzer Gaming Studios",1
2015,RPG,"Paradox Development Studio",2
2015,RPG,"Paul Cooney",1
2015,RPG,"Peach Pie Productions",1
2015,RPG,"Peculiar Games",1
2015,RPG,"Peltast Software",1
2015,RPG,PestoForce,2
2015,RPG,Petroglyph,1
2015,RPG,Phigames,1
2015,RPG,"Photon Arena",1
2015,RPG,"Phr00t's Software",1
2015,RPG,Phyrnna,1
2015,RPG,"Pilgrim Adventures",1
2015,RPG,"Pixel Blitz Studios",1
2015,RPG,"Pixel Ferrets",4
2015,RPG,"PixelFade Studio",1
2015,RPG,Playsaurus,1
2015,RPG,"Playtap Games",1
2015,RPG,"Point2Point Entertainment",1
2015,RPG,PolarityFlow,1
2015,RPG,"Polyquest Games",1
2015,RPG,"Poorwill Games",1
2015,RPG,"Precision Games, LLC",2
2015,RPG,Primal,1
2015,RPG,ProjectorGames,2
2015,RPG,"Proper Games",1
2015,RPG,"Psydra Games LLC",1
2015,RPG,Puuba,3
2015,RPG,Pyrodactyl,1
2015,RPG,"Quantic Dream (original release)",1
2015,RPG,"Quest Online",2
2015,RPG,"Quickfire Games",1
2015,RPG,"Rad Codex",1
2015,RPG,Radiangames,1
2015,RPG,"Radical Fish Games",2
2015,RPG,"Rage Monster Games",1
2015,RPG,"Rail Slave Games",1
2015,RPG,"Rain Pohlak",3
2015,RPG,"Rake in Grass",2
2015,RPG,"Randomnine Ltd",2
2015,RPG,Re-Logic,1
2015,RPG,"Reality Pump Studios",4
2015,RPG,"Realmforge Studios",5
2015,RPG,"Red Katana",2
2015,RPG,"Redpoint Labs",1
2015,RPG,"Regal Computer Services",1
2015,RPG,"Remal IT",1
2015,RPG,"Retronic Games",1
2015,RPG,RiftyGames,2
2015,RPG,"Robot Loves Kitty",1
2015,RPG,"Rodeo Games",3
2015,RPG,"Rogue Factor",1
2015,RPG,"RosePortal Games",5
2015,RPG,"Rubicon Development",1
2015,RPG,"S2 Games",2
2015,RPG,"Samaritan Studios",1
2015,RPG,"Scary Bee LLC",1
2015,RPG,"Scorpius Games",1
2015,RPG,"Scott Holmes",2
2015,RPG,SDEnterNet,1
2015,RPG,"Serious Games Interactive",1
2015,RPG,"Shark Jump Studios",1
2015,RPG,"Shiro Games",3
2015,RPG,"Silver Goblet Games",1
2015,RPG,SimaGames,1
2015,RPG,"SimProse Studios",1
2015,RPG,"Singe Studio",1
2015,RPG,"Sinister Design",1
2015,RPG,"Size Five Games",1
2015,RPG,"SkyBox Labs",1
2015,RPG,SmashGames,1
2015,RPG,"SmiteWorks USA, LLC",79
2015,RPG,"Smoking WOLF",1
2015,RPG,Smoodlez,1
2015,RPG,"Snapshot Games Inc.",1
2015,RPG,"Snowbird Games",1
2015,RPG,SoftStar,2
2015,RPG,"Soldak Entertainment",1
2015,RPG,"Sonic Sloth",1
2015,RPG,"Soul Catapult",1
2015,RPG,"Spark Plug Games",1
2015,RPG,"Special Circumstances",1
2015,RPG,"Spicy Horse Games",1
2015,RPG,"Spiderweb Software",1
2015,RPG,"Spilt Milk Studios",1
2015,RPG,"Spiral Game Studios",1
2015,RPG,"SQUARE ENIX",6
2015,RPG,"Star Vault AB",1
2015,RPG,"Stardock Entertainment",6
2015,RPG,"Stately Snail",1
2015,RPG,StaudSoft,2
2015,RPG,"Stealth Studios Inc.",1
2015,RPG,"Steel Monkeys",3
2015,RPG,"Stephane Valverde",1
2015,RPG,"Stolen Couch Games",2
2015,RPG,"Stone Pixel Games LLC",1
2015,RPG,"Stonemaier Games",1
2015,RPG,"Stoneworks Games",1
2015,RPG,"Storm Sharks",1
2015,RPG,storm_sharks,1
2015,RPG,Storybird,2
2015,RPG,"Stuart Chatwood",1
2015,RPG,"Studio Evil",1
2015,RPG,"Studio Namaapa",1
2015,RPG,"Studio Wildcard",1
2015,RPG,"Stygian Software",1
2015,RPG,Subworld,1
2015,RPG,"Supreme Clans Entertainment",3
2015,RPG,Swinfjord-Games,1
2015,RPG,Sørb,1
2015,RPG,"T-Rex Games",1
2015,RPG,tabrls,1
2015,RPG,"Tactic Studios Inc.",1
2015,RPG,"TallTech studio",1
2015,RPG,"Tangrin Entertainment",1
2015,RPG,"Tasharen Entertainment Inc.",1
2015,RPG,"Tasty Stewdios LLC",1
2015,RPG,"Team Eleven Eleven",1
2015,RPG,"Team Isolation",1
2015,RPG,"Team Kryll",1
2015,RPG,"Team ModCom",1
2015,RPG,"Team Monkey",1
2015,RPG,Techland,4
2015,RPG,"Tethys Interactive LLC",1
2015,RPG,"The Bitfather",1
2015,RPG,"The Light Sword Team",3
2015,RPG,"The Negatives",2
2015,RPG,"The Pompous Pixel",2
2015,RPG,"The Quadsphere",1
2015,RPG,"The SKSE Team",1
2015,RPG,"The Taco Heaven",1
2015,RPG,"Thomas Biskup",1
2015,RPG,"Three Prong Productions",1
2015,RPG,"Thylacine Studios",2
2015,RPG,TigerNDV,1
2015,RPG,"Tin Man Games",6
2015,RPG,"Tobias Sjögren",1
2015,RPG,tobyfox,2
2015,RPG,"Tom Johnson",2
2015,RPG,"ToMorning Productions",1
2015,RPG,"Tortuga Team",1
2015,RPG,"Trek Industries, Inc",1
2015,RPG,"Trendy Entertainment",2
2015,RPG,"Trese Brothers",1
2015,RPG,"Triangle Studios",3
2015,RPG,"Tribe Studios",3
2015,RPG,"Trion Worlds",5
2015,RPG,"Trion Worlds, Inc.",3
2015,RPG,"Triumph Studios",1
2015,RPG,"Tuomo Laine",2
2015,RPG,"Turning Wheel LLC",1
2015,RPG,"Twelve Tiles",2
2015,RPG,TwinDrills,1
2015,RPG,Twistplay,2
2015,RPG,"Ubisoft Montreal",1
2015,RPG,"Undead Labs",3
2015,RPG,UNIT9,1
2015,RPG,"Unterrainer Informatik OG",1
2015,RPG,Urbanscan,1
2015,RPG,VaragtP,2
2015,RPG,"Varia Games",2
2015,RPG,"VDO Games",2
2015,RPG,"Very Simple Idea Studios",1
2015,RPG,"vidiludi games and entertainment",1
2015,RPG,"Vigil Games",2
2015,RPG,"Vigilant Addiction Studios",1
2015,RPG,"Vince DiCola",1
2015,RPG,"Virtual Basement LLC",1
2015,RPG,"Vision Riders Entertainment",1
2015,RPG,"Vitali Kirpu",1
2015,RPG,Vlambeer,1
2015,RPG,"Vostok Games",5
2015,RPG,"Warfare Studios",13
2015,RPG,"Wastelands Interactive",3
2015,RPG,WayForward,1
2015,RPG,"WEB Gaming Entertainment",1
2015,RPG,"Weird and Wry",1
2015,RPG,"Whalenought Studios",1
2015,RPG,"White Giant RPG Studios",1
2015,RPG,"White Giant RPG Studios, LLC",1
2015,RPG,"White Guardian Studios, LLC",1
2015,RPG,"Wild Guess Software",1
2015,RPG,"Wild Wolf Std",6
2015,RPG,William,1
2015,RPG,"Winged Pixel Inc.",1
2015,RPG,"Winter Drake Teller",2
2015,RPG,"Winter Wolves",4
2015,RPG,"Witching Hour Studios",1
2015,RPG,"Wolf Ray Studios",1
2015,RPG,woodenchair,1
2015,RPG,"Workinman Interactive, LLC.",1
2015,RPG,"WRF Studios",1
2015,RPG,WTFOMGames,1
2015,RPG,"Wyrmling Productions",1
2015,RPG,X-Legend,2
2015,RPG,XLGAMES,1
2015,RPG,"Yeti Trunk",2
2015,RPG,"Yohan Launay",1
2015,RPG,"Zadzen Games Ltd.",1
2015,RPG,"Zenimax Online Studios",1
2015,RPG,"Zeno Rogue",1
2015,RPG,"ZeroBit Games",1
2015,RPG,Zinnusl,2
2015,RPG,"ZXDigital Ltd",1
2015,Simulation,"11 bit studios",1
2015,Simulation,"2by3 Games",3
2015,Simulation,2SD,2
2015,Simulation,3000AD,2
2015,Simulation,"4-Panel Footprint",2
2015,Simulation,"49 Games",1
2015,Simulation,"777 Studios",1
2015,Simulation,"89AM Studio",1
2015,Simulation,"???? (WeShare Games)",1
2015,Simulation,???????,3
2015,Simulation,"A2A Simulations",5
2015,Simulation,"Absorb Reality",1
2015,Simulation,"ACE MADDOX",2
2015,Simulation,"Aeroplane Heaven",1
2015,Simulation,"Aerosoft GmbH",9
2015,Simulation,Ageod,5
2015,Simulation,AKABEiSOFT2,2
2015,Simulation,Alabeo,5
2015,Simulation,"Alan Zucconi",2
2015,Simulation,Alawar,1
2015,Simulation,"Alawar Entertainment",12
2015,Simulation,"Alawar Stargaze",2
2015,Simulation,"Alex Williams",1
2015,Simulation,"Alexander Byzov",2
2015,Simulation,"Alexander Poysky",1
2015,Simulation,"Alexey Davydov",2
2015,Simulation,"Alternative Software Ltd",1
2015,Simulation,Amegami,1
2015,Simulation,"Anarchy Enterprises",2
2015,Simulation,"AndrewDrumov, Sanke Berdochan",1
2015,Simulation,ANPA.US,4
2015,Simulation,"Antonio Renna",1
2015,Simulation,"Anuman Interactive",1
2015,Simulation,Anvil-Soft,1
2015,Simulation,"AOS GAME",1
2015,Simulation,"Arcen Games, LLC",1
2015,Simulation,"Archive Entertainment",1
2015,Simulation,Artdink,5
2015,Simulation,"Arvydas Žemaitis",1
2015,Simulation,"Aspyr (Mac)",1
2015,Simulation,"Asteroid Base",1
2015,Simulation,Astrosimer,1
2015,Simulation,"AtomicTorch Studio",1
2015,Simulation,"Atypical Games",1
2015,Simulation,Autobotika,1
2015,Simulation,"Avalanche Studios",1
2015,Simulation,"Axe Eel Games",1
2015,Simulation,"Axel Shokk",1
2015,Simulation,"b-alive gmbh",3
2015,Simulation,"baKno Games",1
2015,Simulation,"Bakufu Narayama",3
2015,Simulation,"Bankroll Studios",1
2015,Simulation,"Bare Mettle Entertainment",1
2015,Simulation,"Batholith Entertainment",1
2015,Simulation,BattleByte,1
2015,Simulation,BeamNG,1
2015,Simulation,Belsimtek,1
2015,Simulation,"Berserk Games",5
2015,Simulation,"Best Gaem Studio",1
2015,Simulation,Beti-X,1
2015,Simulation,"Biart Company LLC",1
2015,Simulation,"Big Blaze",1
2015,Simulation,"Bimboosoft Co.,Ltd.",1
2015,Simulation,"Bit Planet Games, LLC",1
2015,Simulation,"Bitbox Ltd.",1
2015,Simulation,"Black Chicken Studios, inc.",1
2015,Simulation,"Black Lab Games",1
2015,Simulation,"Blackmill Games",1
2015,Simulation,BlewScreen,1
2015,Simulation,"Blue Byte",4
2015,Simulation,"Bob the Game Development Bot",1
2015,Simulation,"Bohemia Interactive",1
2015,Simulation,"Bossa Studios",1
2015,Simulation,Brainchild,1
2015,Simulation,"Bundle Of Sticks Studios",1
2015,Simulation,"Caipirinha Games",1
2015,Simulation,"Camel 101",1
2015,Simulation,"Camshaft Software",2
2015,Simulation,"Capribyte Studios",1
2015,Simulation,"Capybara Games",1
2015,Simulation,Carenado,15
2015,Simulation,"Carlos Vázquez Ordóñez",1
2015,Simulation,"Case in Point Studios, LLC",1
2015,Simulation,Cat5Games,1
2015,Simulation,CAVYHOUSE,3
2015,Simulation,CCCP,3
2015,Simulation,"Chasing Carrots",2
2015,Simulation,Cheritz,1
2015,Simulation,"Cherry Pop Games",8
2015,Simulation,"Chicago & Southwest Productions",1
2015,Simulation,"Childish Things",1
2015,Simulation,Chipzel,1
2015,Simulation,"ChiVue Games",1
2015,Simulation,"Chris Chung",2
2015,Simulation,"Chris Sawyer",1
2015,Simulation,Chu-3,3
2015,Simulation,"Clarus Victoria",1
2015,Simulation,ClarusVictoria,1
2015,Simulation,"Claudio Panzanaro",1
2015,Simulation,"CM Softworks",1
2015,Simulation,"Codemasters Racing Studio",2
2015,Simulation,Code}{atch,1
2015,Simulation,"Coldrice Games LLC",1
2015,Simulation,"Colin Sanders",1
2015,Simulation,"Colossal Order Ltd.",2
2015,Simulation,"Conor Strejcek",1
2015,Simulation,"Corbie Games",2
2015,Simulation,Coredumping,1
2015,Simulation,"CorePunch Gamestudio",1
2015,Simulation,"Corrosive Studios LLC",4
2015,Simulation,Cosmi,2
2015,Simulation,"Creative Rail",1
2015,Simulation,Creoteam,1
2015,Simulation,Crytek,1
2015,Simulation,"Crytivo Games",1
2015,Simulation,"Cyanide Studio",1
2015,Simulation,"Cylight Studios",1
2015,Simulation,"Dangerous Derk Interactive",1
2015,Simulation,"Daniel Davies",2
2015,Simulation,"Darius Bode",1
2015,Simulation,"Dark Day Interactive",2
2015,Simulation,DarkTigerDevelop,1
2015,Simulation,"Daylight Studios",2
2015,Simulation,Days,1
2015,Simulation,DEADFACTORY,1
2015,Simulation,"Decaying Logic",3
2015,Simulation,devotid,1
2015,Simulation,"devotid Media",1
2015,Simulation,DeXP,2
2015,Simulation,"Diggidy.net, LLC",2
2015,Simulation,"Digital Dawn Studios",1
2015,Simulation,"Digital Dreams Entertainment LLC",1
2015,Simulation,"Digital Entertainment",1
2015,Simulation,"Digital Homicide Studios",2
2015,Simulation,"Digital Leisure Inc.",1
2015,Simulation,"Digital Train Model",1
2015,Simulation,Digitalmindsoft,4
2015,Simulation,DigitalTrainModel,3
2015,Simulation,"Dinosaur Polo Club",1
2015,Simulation,DopplerFrog,1
2015,Simulation,"Double Damage Games",1
2015,Simulation,"Dovetail Games",57
2015,Simulation,Dragom,1
2015,Simulation,"Dragonflight LLC",1
2015,Simulation,"Drawbridge Designs",1
2015,Simulation,Dreamatrix,1
2015,Simulation,"Dreamsite Games",2
2015,Simulation,DropDGames,1
2015,Simulation,"Dry Cactus",1
2015,Simulation,"dSky9, Inc.",1
2015,Simulation,Dysotek,1
2015,Simulation,"Eagle Dynamics",3
2015,Simulation,"Eat Create Sleep",4
2015,Simulation,ebi-hime,1
2015,Simulation,EGCL,1
2015,Simulation,Eggcode,1
2015,Simulation,"Eleon Game Studios",1
2015,Simulation,"Elizabeth Flynn",7
2015,Simulation,"Endless Loop Studios",1
2015,Simulation,"Enlight Software Limited",3
2015,Simulation,"Epic Devs LLC",1
2015,Simulation,"Epiphany Games",1
2015,Simulation,"Eric Hornby",1
2015,Simulation,Estelion,1
2015,Simulation,Eversim,1
2015,Simulation,"Exato Game Studios",1
2015,Simulation,Excalibur,1
2015,Simulation,"Expansive Worlds",1
2015,Simulation,"Ezzat Studios",1
2015,Simulation,"Factus Games",1
2015,Simulation,"Fancy Bytes, Reactor",4
2015,Simulation,"Farlight Games Industry",1
2015,Simulation,FarrugiaSoft,1
2015,Simulation,"FarSight Studios",2
2015,Simulation,"Fastline Simulation",13
2015,Simulation,Feelthere,1
2015,Simulation,"Feral Interactive (Mac)",1
2015,Simulation,Fervent,1
2015,Simulation,"Fire Hose Games",2
2015,Simulation,"FireFly Studios",6
2015,Simulation,"First Class Simulations",8
2015,Simulation,"Fishing Planet LLC",12
2015,Simulation,"Five Cubed",1
2015,Simulation,"Fixpoint Productions",1
2015,Simulation,"Flat Earth Games",1
2015,Simulation,"Flight Systems LLC",1
2015,Simulation,"Fluffy Kitten Studios",3
2015,Simulation,"Fluid Games",1
2015,Simulation,"Focus Home Interactive",2
2015,Simulation,"Forever Entertainment S. A.",3
2015,Simulation,"Four Lights",1
2015,Simulation,"Fractal Phase",1
2015,Simulation,"Fragment Production Ltd.",1
2015,Simulation,"Freakinware Studios",1
2015,Simulation,"Frontier Developments",1
2015,Simulation,FS2Crew,1
2015,Simulation,"FSAddon Publishing",1
2015,Simulation,FSDG,1
2015,Simulation,"Fun Infused Games",1
2015,Simulation,"Funatics Software",2
2015,Simulation,"Fungameco Ltd",1
2015,Simulation,"Funselektor Labs Inc.",1
2015,Simulation,"Future Pastimes",1
2015,Simulation,"G5 Software",1
2015,Simulation,"Gaijin Entertainment",3
2015,Simulation,"Game Studio Abraham Stolk Inc.",1
2015,Simulation,"GameArt Studio GmbH",5
2015,Simulation,"GameIndica Entertainment",1
2015,Simulation,Gamestarters,1
2015,Simulation,"Gametek Brasil",1
2015,Simulation,"GameUS Inc.",25
2015,Simulation,"Gaming Minds Studios",1
2015,Simulation,Gamious,1
2015,Simulation,"Gearbox Software",3
2015,Simulation,"Ghost Machine",1
2015,Simulation,"Giant Army",1
2015,Simulation,"Giants Software",4
2015,Simulation,"Goatee Games",1
2015,Simulation,"GodSpeed Games",1
2015,Simulation,"Golden Gear Games",1
2015,Simulation,"Gone North Games",1
2015,Simulation,"Gothic Labs",1
2015,Simulation,Graviteam,2
2015,Simulation,"Gravity Games UG (haftungsbeschränkt)",1
2015,Simulation,"Great Northerner",3
2015,Simulation,"Great War Team",3
2015,Simulation,"Grey Dog Software",5
2015,Simulation,GTGD,1
2015,Simulation,"Haemimont Games",8
2015,Simulation,Halfbus,1
2015,Simulation,"Halycon Media",1
2015,Simulation,"Hammerware, s.r.o.",1
2015,Simulation,"Hanako Games",1
2015,Simulation,"Harrison Walters",1
2015,Simulation,"HB Studios",1
2015,Simulation,"Heart Shaped Games LLC",2
2015,Simulation,"HiFi Technologies",1
2015,Simulation,"Highcliffe Media Publishing",1
2015,Simulation,"Holgersson Entertainment",1
2015,Simulation,"Hoplite Research LLC",1
2015,Simulation,"Hothouse Creations Ltd",1
2015,Simulation,HuniePot,3
2015,Simulation,"Huy Phan",1
2015,Simulation,"Hyein Go",9
2015,Simulation,"HyperKat Games",1
2015,Simulation,"i273 LLC",2
2015,Simulation,"Ian Isaro",1
2015,Simulation,Ibology,1
2015,Simulation,"Icarus Development Team",1
2015,Simulation,"ICE Entertainment",3
2015,Simulation,"Ice Water Games",2
2015,Simulation,"iEntertainment Network",2
2015,Simulation,"Image Space Incorporated",6
2015,Simulation,"Imigea Ltd",1
2015,Simulation,"Immersive Entertainment, Inc.",1
2015,Simulation,"IMPERIAL MUSIC GROUP",1
2015,Simulation,"Impressions Games",1
2015,Simulation,InImages,1
2015,Simulation,"Innomen Productions",1
2015,Simulation,"Interplay Entertainment Corp.",3
2015,Simulation,"Introversion Software",1
2015,Simulation,iRacing,1
2015,Simulation,"iRacing.com Motorsport Simulations",1
2015,Simulation,"Iris Flight Simulation Software",1
2015,Simulation,"Iteration 11",3
2015,Simulation,"Ithaqua Labs",1
2015,Simulation,"Ivanovich Games",1
2015,Simulation,"Jace Masula",1
2015,Simulation,"Jan Zizka",2
2015,Simulation,"Jane Rachel Whittaker",3
2015,Simulation,"Jarrah Technology",1
2015,Simulation,"Jason RT Bond",1
2015,Simulation,JDM4iK,2
2015,Simulation,Jemy,1
2015,Simulation,"Jetdogs Studios",1
2015,Simulation,"John Wizard",2
2015,Simulation,"Jötunn Games",1
2015,Simulation,"JoyBits, LTD",1
2015,Simulation,JRollon,1
2015,Simulation,"Julian Glander",1
2015,Simulation,"Jundroo, LLC",2
2015,Simulation,"Just Flight",6
2015,Simulation,"Just Trains",2
2015,Simulation,JustTrains,1
2015,Simulation,"KC Flight Shop",1
2015,Simulation,"Keen Software House",2
2015,Simulation,"Ketos Games",1
2015,Simulation,"Kevin Nitschmann",1
2015,Simulation,khos85,1
2015,Simulation,Klace,1
2015,Simulation,"Klei Entertainment",1
2015,Simulation,"KOEI TECMO GAMES CO., LTD.",12
2015,Simulation,Konsordo,1
2015,Simulation,"Kunos Simulazioni",3
2015,Simulation,"Kyle Seeley",1
2015,Simulation,"Kyy Games",1
2015,Simulation,"La Moustache Studio",1
2015,Simulation,"Lached Up Games",1
2015,Simulation,"Lazy Bum Games",1
2015,Simulation,"Leafy Games",1
2015,Simulation,"Lesley Dodd",1
2015,Simulation,Licorice,2
2015,Simulation,Liens,1
2015,Simulation,"LinkSolutions Ltd.",1
2015,Simulation,"Lionheart Creations",2
2015,Simulation,"Liquid Dragon Studios",1
2015,Simulation,"Little Green Men Games",2
2015,Simulation,Littlewitch,1
2015,Simulation,"LiveItGames LLC",1
2015,Simulation,"Locked Door Puzzle",1
2015,Simulation,Locomotivah,1
2015,Simulation,"Logic tree",1
2015,Simulation,lolznoob,1
2015,Simulation,"Longbow Games",1
2015,Simulation,"Looking Glass Studios",1
2015,Simulation,"Love in Space",1
2015,Simulation,"LRDGames, Inc.",2
2015,Simulation,"Lucas Molina",2
2015,Simulation,LucasGame,1
2015,Simulation,"LUCKY GIRLS LIMITED",1
2015,Simulation,"Lucky You Studio",1
2015,Simulation,"LuGus Studios",1
2015,Simulation,M2H,2
2015,Simulation,"Machine 22",1
2015,Simulation,"Madruga Works",1
2015,Simulation,"Magic Notion",1
2015,Simulation,magnussoft,1
2015,Simulation,"Mana Games",1
2015,Simulation,marbenx,1
2015,Simulation,"Marc Ellis",1
2015,Simulation,"Marcos Arroyo",9
2015,Simulation,"Mark Chong",1
2015,Simulation,"Markus Fick",1
2015,Simulation,"Marmalade Game Studio",1
2015,Simulation,Maschinen-Mensch,2
2015,Simulation,"Master Technologies",1
